bucket,total,--,AE,AF,AM,AR,AT,AU,AZ,BA,BB,BD,BE,BG,BH,BO,BR,BW,BY,CA,CH,CI,CL,CM,CN,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KH,KR,KW,KZ,LA,LT,LU,LV,MA,MC,MD,MK,ML,MM,MN,MO,MT,MU,MX,MY,MZ,NC,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PT,RO,RS,RU,RW,SA,SE,SG,SI,SO,SY,TH,TR,TW,UA,UG,US,UY,UZ,VE,VN,ZA
2024-02-08T22,136,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,2,0,0,9,12,0,1,0,0,0,1,2,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,1,0,0,0,0,0,0,1,2,0,0,2,0,0,4,5,0,0,0,3,0,2,0,0,27,0,0,0,0,0
2024-02-08T23,121,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,1,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,2,0,0,3,11,0,0,3,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,2,1,0,0,1,0,0,1,10,0,0,0,5,0,1,0,0,34,0,0,0,0,0
2024-02-09T00,139,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,25,1,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,2,0,0,3,8,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,7,0,0,0,3,0,1,0,0,64,0,0,0,1,1
2024-02-09T01,115,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,18,1,0,0,0,11,0,0,0,0,7,0,0,0,0,0,0,2,0,1,0,3,0,0,2,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,2,0,0,1,5,0,0,0,1,0,1,0,0,47,0,0,0,0,0
2024-02-09T02,93,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,13,0,0,0,0,6,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,3,0,1,0,0,44,0,0,0,0,0
2024-02-09T03,96,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,0,0,6,0,0,0,0,5,1,2,0,0,3,0,0,1,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,1,0,0,2,0,1,0,0,49,0,0,0,0,0
2024-02-09T04,86,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,3,0,0,2,5,0,0,0,3,0,1,0,0,41,0,0,0,0,0
2024-02-09T05,74,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,5,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,7,0,0,0,4,0,1,0,0,21,0,0,0,0,0
2024-02-09T06,86,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,1,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,5,0,0,0,5,0,1,0,0,41,0,0,0,0,0
2024-02-09T07,75,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,0,0,1,5,0,0,0,4,0,2,0,0,27,0,0,0,0,0
2024-02-09T08,90,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,4,0,0,0,0,0,0,1,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,2,0,1,0,0,2,6,0,0,0,6,0,4,0,0,21,0,0,0,0,0
2024-02-09T09,88,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,2,0,0,4,5,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,4,0,2,0,0,2,6,0,0,0,4,0,1,1,0,19,0,0,0,0,0
2024-02-09T10,121,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2,0,3,0,0,3,6,0,0,0,4,0,2,1,0,49,0,0,0,2,0
2024-02-09T11,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,5,1,0,1,0,11,0,0,0,0,0,0,1,0,1,2,9,0,0,2,0,0,0,0,0,2,0,0,0,6,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,4,0,0,3,7,0,0,0,3,0,3,1,0,26,0,0,0,0,0
2024-02-09T12,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,7,0,0,3,0,0,0,0,0,0,0,0,0,6,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,2,7,0,0,0,5,0,4,0,0,19,0,0,0,0,0
2024-02-09T13,106,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,20,0,0,0,0,0,0,1,0,0,9,3,0,0,3,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,2,0,1,0,0,2,5,0,0,0,9,1,4,0,0,19,0,0,0,0,1
2024-02-09T14,136,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,10,1,0,0,0,18,0,0,0,0,0,0,1,0,0,8,7,0,0,3,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,8,0,0,0,0,0,1,0,0,0,2,0,2,0,0,2,6,1,0,0,15,0,6,1,0,22,0,0,1,0,0
2024-02-09T15,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,16,0,0,0,0,18,0,0,0,0,0,0,1,0,1,8,6,0,0,4,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,3,0,0,0,2,0,1,0,1,3,5,0,0,0,15,0,4,0,0,22,0,0,0,1,0
2024-02-09T16,149,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,1,0,2,0,2,0,0,0,0,28,0,0,0,0,0,0,4,0,0,9,9,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,1,0,1,0,1,0,1,0,2,0,0,2,5,0,0,0,16,0,2,0,0,25,0,0,0,2,0
2024-02-09T17,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,3,0,0,0,0,28,0,0,0,0,0,0,2,0,0,15,15,0,0,1,0,0,0,1,0,0,0,0,0,11,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,9,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,5,0,0,0,13,0,1,0,0,21,0,0,0,1,1
2024-02-09T18,191,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,8,0,0,0,0,4,0,0,0,0,39,0,1,0,0,0,0,6,0,0,16,7,0,0,0,0,1,0,0,0,1,0,1,0,12,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,10,0,0,1,0,1,1,0,4,1,1,0,6,0,0,1,6,0,0,0,11,0,2,0,0,31,0,0,0,0,0
2024-02-09T19,191,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,6,0,0,0,0,10,0,0,0,0,38,0,0,0,0,0,0,3,0,0,12,17,0,0,1,0,0,1,0,0,1,0,1,0,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,22,1,0,1,0,0,0,0,3,0,1,0,5,0,1,2,6,0,0,0,9,1,2,0,0,26,0,0,0,0,0
2024-02-09T20,173,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,0,8,0,0,0,0,2,0,0,0,0,31,0,0,0,0,0,0,4,0,0,13,17,0,1,1,0,2,0,0,0,0,0,0,0,15,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,3,0,2,0,3,0,0,2,5,0,0,0,8,2,0,1,0,21,0,0,0,0,0
2024-02-09T21,163,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,10,0,0,0,0,7,0,0,0,0,33,0,0,0,0,0,0,2,0,0,10,11,0,2,1,0,1,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,1,2,0,2,1,0,5,5,0,0,0,2,1,1,2,0,24,0,0,0,0,1
2024-02-09T22,146,3,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,7,1,0,0,0,8,0,0,0,0,25,0,0,0,0,0,0,3,0,0,8,10,0,1,1,0,0,0,1,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,1,0,1,0,0,0,0,2,1,1,0,2,0,0,4,5,0,0,0,2,1,0,1,0,28,0,0,0,0,0
2024-02-09T23,123,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,7,2,0,0,0,10,0,0,0,0,16,0,0,0,0,0,0,2,0,0,3,15,0,0,1,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,2,0,0,0,0,0,0,1,0,2,0,0,3,5,0,0,0,0,0,1,1,0,28,0,0,0,0,0
2024-02-10T00,113,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12,1,0,0,0,5,0,0,0,0,9,0,0,0,2,0,0,0,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,1,0,0,0,1,0,0,2,0,0,2,5,0,0,0,0,0,0,1,0,41,0,0,1,1,0
2024-02-10T01,122,3,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,9,0,0,0,0,10,2,0,0,0,9,0,0,1,0,0,0,1,0,0,3,4,0,0,1,0,0,0,0,0,2,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,6,1,0,0,1,1,1,1,0,42,0,0,0,2,0
2024-02-10T02,104,2,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,12,0,1,0,0,7,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,5,0,0,0,1,0,0,0,0,47,0,0,0,1,0
2024-02-10T03,96,3,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,11,0,1,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,2,6,0,0,0,0,0,1,0,0,41,0,0,0,0,0
2024-02-10T04,73,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,6,0,0,0,0,0,1,0,0,33,0,0,0,0,0
2024-02-10T05,86,2,0,0,0,2,0,0,1,0,0,0,0,2,0,0,2,0,0,11,0,0,0,0,2,1,0,0,0,4,1,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,4,0,0,34,0,0,0,1,1
2024-02-10T06,72,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7,1,0,0,0,5,1,0,0,0,6,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,0,0,0,3,0,2,0,0,26,0,0,0,0,0
2024-02-10T07,78,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,1,0,4,0,0,0,0,0,0,0,1,0,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,5,0,0,0,3,0,1,0,0,29,0,0,0,1,0
2024-02-10T08,73,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,5,0,0,0,3,0,2,0,0,24,0,0,0,1,0
2024-02-10T09,84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,1,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,3,0,3,0,0,2,6,0,0,0,3,0,2,0,0,23,0,0,0,0,0
2024-02-10T10,105,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,13,0,0,0,0,12,0,0,0,0,0,0,2,0,1,4,5,0,0,2,0,0,0,0,0,0,0,0,0,3,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,3,0,0,2,5,0,0,0,3,0,2,0,0,21,0,0,0,1,0
2024-02-10T11,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,16,0,0,0,0,10,0,0,0,0,0,0,3,0,0,6,5,0,1,3,0,0,0,0,0,1,0,0,0,7,4,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,1,0,2,0,1,0,3,0,0,2,6,0,0,0,11,0,4,0,0,19,0,0,0,0,1
2024-02-10T12,122,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0,1,0,0,6,8,0,0,1,0,0,0,0,0,1,0,0,0,5,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,5,0,0,4,6,0,0,0,8,0,6,0,0,20,0,0,0,0,0
2024-02-10T13,132,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,5,2,0,0,0,19,0,0,0,0,13,0,0,0,0,0,0,1,0,0,9,9,0,0,2,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,1,0,2,1,0,0,1,0,0,3,5,0,0,0,12,0,2,0,0,22,0,0,0,0,0
2024-02-10T14,152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,0,17,0,0,0,0,18,0,0,0,0,0,0,0,0,0,7,9,0,0,1,0,0,2,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,2,0,0,0,6,0,0,2,5,0,0,0,14,0,6,0,0,24,0,0,0,0,0
2024-02-10T15,190,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,1,0,0,0,16,0,0,0,0,29,0,0,0,0,0,0,0,0,0,13,10,0,0,3,0,0,0,0,0,0,0,0,0,15,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,1,1,0,3,0,0,0,7,0,0,3,5,0,0,0,19,0,5,0,0,29,0,1,0,0,0
2024-02-10T16,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,5,0,0,0,0,31,0,0,0,0,0,0,2,0,0,11,10,0,0,1,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,10,0,0,2,0,1,1,0,4,0,2,0,1,0,0,2,5,0,0,0,18,0,6,0,0,29,0,1,0,0,0
2024-02-10T17,167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,4,0,0,0,0,20,0,0,0,0,0,0,5,0,0,15,7,0,0,1,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,7,0,0,1,0,0,1,0,2,1,1,0,0,0,0,2,6,0,0,0,24,0,5,0,0,29,0,0,0,0,0
2024-02-10T18,169,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,6,2,0,0,1,4,0,0,0,1,21,0,0,0,0,0,0,3,0,0,11,7,0,1,1,0,0,0,0,0,2,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,3,1,2,0,0,0,0,2,5,0,0,0,22,0,2,1,0,37,0,0,0,0,0
2024-02-10T19,172,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,6,2,0,0,0,7,0,0,0,1,29,0,0,0,0,0,0,3,0,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3,1,1,0,2,0,0,4,8,0,0,0,12,1,2,0,0,30,0,0,0,1,0
2024-02-10T20,193,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,9,0,0,0,0,6,0,0,0,0,25,0,0,0,0,0,0,7,0,0,12,17,0,0,1,0,0,0,0,0,1,0,1,0,20,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,1,0,2,1,0,0,4,6,0,0,0,10,2,0,0,0,38,0,0,0,1,0
2024-02-10T21,158,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,8,0,0,0,0,4,0,0,0,0,19,0,0,1,0,0,0,4,0,0,5,17,0,0,2,0,0,0,0,0,1,0,0,0,22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,3,1,2,0,2,0,0,2,5,0,0,0,5,2,0,1,0,31,0,0,0,1,0
2024-02-10T22,152,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,10,1,0,0,0,18,0,0,0,0,20,0,0,1,0,0,0,2,0,1,7,9,0,0,1,0,0,0,0,0,0,1,1,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,2,0,0,0,0,1,1,0,0,0,0,0,3,6,0,0,0,2,1,1,0,0,29,0,0,0,0,2
2024-02-10T23,145,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,10,1,0,0,0,19,0,0,0,0,15,0,0,0,0,0,0,1,0,0,7,12,0,0,1,0,0,0,0,0,0,0,1,0,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,11,0,0,1,0,0,1,0,2,0,0,0,2,0,0,2,6,0,0,0,1,1,1,0,0,27,0,0,0,0,2
