bucket,total,--,AE,AM,AR,AT,AU,BA,BD,BE,BG,BH,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GH,GR,GT,HK,HR,ID,IE,IL,IN,IQ,IR,IT,JO,JP,KE,KH,KR,KW,KZ,LA,LB,LT,LU,LV,MA,MD,MK,MM,MN,MO,MU,MX,MY,NC,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PS,PT,PY,RO,RS,RU,RW,SC,SE,SG,SI,SK,TH,TN,TR,TW,UA,US,UY,UZ,VE,VI,VN,ZA
2024-01-19T04,85,1,0,0,4,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,1,3,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,33,0,0,0,0,2,0
2024-01-19T05,68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,0,0,0,0,0,0,0,29,0,0,0,0,1,0
2024-01-19T06,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,1,0,0,0,0,22,0,0,0,0,0,0
2024-01-19T07,62,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,5,2,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,0,0,0,0,1,0,22,0,0,0,0,1,0
2024-01-19T08,91,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,1,0,0,3,7,0,0,0,0,2,0,0,0,1,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,4,0,4,3,0,0,5,0,0,0,0,0,1,0,23,0,1,0,0,1,0
2024-01-19T09,86,1,0,0,0,1,2,0,0,0,0,0,0,1,0,2,2,0,0,0,4,0,0,0,15,0,0,1,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,6,0,0,0,6,0,0,2,0,1,1,0,16,0,1,0,0,1,0
2024-01-19T10,96,2,0,0,0,1,1,0,0,1,0,0,0,4,0,4,2,0,0,0,5,0,0,0,11,0,0,0,0,0,0,2,0,0,5,8,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5,0,0,4,0,1,1,0,23,0,0,0,0,0,0
2024-01-19T11,119,2,0,0,0,0,2,0,0,1,2,0,0,1,0,2,1,0,0,0,5,0,0,0,21,1,0,0,0,0,0,0,0,1,10,6,0,0,0,0,2,0,0,0,0,1,0,0,6,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,8,0,0,3,0,0,5,0,24,0,0,0,0,0,0
2024-01-19T12,91,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,7,0,0,0,14,0,0,0,0,0,0,1,0,0,6,3,0,0,0,0,3,0,0,0,0,1,0,0,3,0,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,6,0,0,3,0,0,3,0,15,0,0,0,0,1,0
2024-01-19T13,103,2,0,0,1,2,1,0,0,0,1,0,0,2,0,3,1,0,0,0,7,0,0,0,17,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,3,0,0,0,0,1,0,0,4,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,3,0,1,0,0,0,7,0,0,8,0,0,2,1,15,0,0,0,0,1,0
2024-01-19T14,130,0,0,0,0,2,1,0,0,0,0,0,0,1,0,3,1,0,0,0,5,0,0,0,24,0,0,0,0,0,0,1,0,0,10,9,0,0,0,0,6,0,3,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,4,0,2,0,0,1,7,0,0,12,0,0,3,0,20,0,0,0,0,0,0
2024-01-19T15,126,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,0,0,0,0,4,0,0,0,20,0,0,0,0,0,0,2,0,0,11,6,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,2,0,5,0,10,0,0,0,5,0,0,12,0,0,3,0,17,0,0,0,0,0,0
2024-01-19T16,144,2,0,0,1,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,5,0,0,0,27,0,0,0,0,0,0,2,0,0,18,5,0,0,0,0,0,0,0,1,0,0,0,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,0,0,0,4,0,6,0,0,0,5,0,0,10,0,1,0,1,25,0,0,0,0,0,0
2024-01-19T17,147,0,0,0,0,2,0,0,0,1,0,0,0,2,0,3,2,0,1,0,3,0,0,0,21,0,0,0,0,1,0,5,0,0,18,9,0,0,0,0,1,1,0,0,0,0,0,0,20,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,2,0,0,0,2,0,3,0,0,0,5,0,0,7,0,2,2,0,19,0,0,0,0,1,0
2024-01-19T18,155,3,0,0,0,0,0,0,0,2,1,0,0,1,1,5,2,0,1,0,5,0,0,0,25,0,0,0,0,0,0,7,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,2,0,0,0,2,0,4,0,0,0,5,0,0,12,0,2,2,0,30,0,0,0,0,0,0
2024-01-19T19,186,2,0,0,0,0,0,0,0,2,0,0,0,2,0,12,0,0,0,0,9,0,0,0,38,0,0,1,0,0,0,7,1,0,9,10,0,0,0,0,0,0,0,0,0,1,0,1,11,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,1,3,0,1,0,0,0,4,0,0,0,5,0,0,13,0,2,1,0,28,0,0,0,0,2,0
2024-01-19T20,211,1,0,0,0,0,0,0,0,1,0,0,0,1,0,6,2,0,1,0,7,0,0,0,35,0,0,0,0,0,0,3,0,0,16,17,0,0,0,0,0,0,0,0,0,1,0,1,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,1,0,0,0,0,0,6,0,0,0,1,0,5,0,0,0,5,0,0,11,1,4,2,0,39,0,0,0,0,0,2
2024-01-19T21,171,2,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,0,0,0,5,0,0,0,28,0,0,0,0,0,0,4,0,0,5,13,0,0,0,0,0,0,0,1,0,0,0,1,19,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,14,1,0,0,0,0,0,4,0,2,0,2,0,2,1,0,1,6,0,0,5,1,4,1,0,35,0,0,0,0,0,1
2024-01-19T22,134,2,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,6,0,0,0,22,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,8,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,5,0,0,2,0,0,0,0,32,0,0,0,0,1,0
2024-01-19T23,131,3,0,0,1,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,4,0,0,0,19,1,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,1,0,0,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,5,0,0,1,0,0,0,0,38,0,0,0,0,1,0
2024-01-20T00,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,1,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,2,0,0,0,1,0,0,1,0,0,0,2,0,1,0,5,1,0,2,0,0,1,0,35,0,0,0,0,2,1
2024-01-20T01,97,1,0,0,0,0,2,0,0,0,0,0,0,1,0,8,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5,0,0,1,0,0,0,0,39,0,0,0,0,0,0
2024-01-20T02,90,0,0,0,1,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,4,0,0,1,5,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,0,0,3,0,0,2,0,38,0,0,0,0,0,0
2024-01-20T03,97,2,1,0,1,1,0,0,0,0,0,0,0,1,0,12,0,0,0,0,10,0,0,1,7,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,2,0,0,1,0,36,1,0,0,0,0,0
2024-01-20T04,93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2,0,0,0,6,0,0,1,5,0,0,0,0,0,0,0,0,0,9,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,1,0,0,1,0,37,0,0,0,0,0,1
2024-01-20T05,83,2,0,0,0,0,2,0,0,0,0,0,0,1,0,7,1,0,0,0,8,0,0,0,3,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,0,0,1,0,0,0,0,35,0,0,0,0,1,1
2024-01-20T06,94,1,0,0,0,0,4,0,1,0,0,0,0,1,0,8,1,0,0,0,2,0,0,0,4,1,0,0,0,0,0,1,0,0,2,5,0,0,0,0,8,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,5,0,0,5,0,0,1,0,29,0,0,0,0,0,0
2024-01-20T07,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,9,0,0,3,0,0,0,0,25,0,0,0,0,0,0
2024-01-20T08,72,1,0,0,0,0,1,0,0,2,0,0,0,1,0,2,1,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,8,0,0,5,0,0,1,0,19,0,0,0,0,0,0
2024-01-20T09,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,6,0,0,0,1,0,0,1,0,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,5,0,0,3,0,0,0,0,21,0,0,0,0,0,0
2024-01-20T10,97,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,12,0,0,0,9,0,0,0,0,0,0,3,0,0,8,6,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,1,0,3,0,5,0,0,0,7,0,0,3,0,0,2,0,18,0,0,0,0,2,0
2024-01-20T11,102,0,0,0,0,1,0,0,0,3,0,0,0,1,0,3,1,0,1,0,15,0,0,0,9,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,1,0,1,0,2,0,3,1,0,1,5,0,0,2,0,0,4,0,19,0,0,0,0,2,0
2024-01-20T12,119,0,0,0,1,1,1,0,1,3,0,0,0,1,0,2,1,0,1,0,20,0,0,0,10,0,0,0,0,0,0,1,0,0,5,8,0,0,0,0,2,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,0,0,0,0,0,3,0,3,0,0,1,6,0,0,5,0,0,2,0,21,0,0,0,0,0,0
2024-01-20T13,119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,8,0,0,0,18,1,0,0,0,0,0,0,0,0,6,12,0,0,0,0,5,0,0,0,0,2,0,0,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,2,0,0,0,2,0,3,0,0,2,5,0,0,7,0,1,6,0,18,0,0,0,0,0,0
2024-01-20T14,153,0,0,0,0,0,0,0,0,0,0,1,0,3,0,7,1,0,1,0,14,0,0,0,14,0,0,0,0,0,0,1,0,0,7,10,0,0,0,0,8,0,1,0,0,1,0,1,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,2,6,0,0,20,0,1,5,0,16,0,0,0,0,0,0
2024-01-20T15,166,0,0,0,0,0,1,0,0,1,0,0,0,2,0,3,0,0,0,0,11,0,0,0,21,0,0,0,0,0,0,2,0,0,16,11,0,0,0,0,6,0,1,0,0,1,0,0,17,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,2,0,1,0,1,0,1,0,3,0,0,2,5,0,0,15,0,0,3,0,29,0,0,0,0,0,0
2024-01-20T16,166,2,0,0,0,0,2,0,0,0,0,0,0,1,0,6,1,0,0,0,4,0,0,0,20,0,0,0,0,0,0,3,0,0,16,10,0,0,0,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,1,0,2,0,1,0,1,0,3,0,0,4,5,0,0,12,0,2,4,0,33,0,0,0,0,0,0
2024-01-20T17,156,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,5,0,0,0,19,0,0,0,0,0,0,2,0,0,15,13,0,0,0,0,1,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,2,0,1,0,3,0,3,0,0,3,6,0,0,13,0,1,1,0,37,0,0,0,0,0,0
2024-01-20T18,189,1,0,0,0,2,0,0,0,2,0,0,0,2,0,7,1,0,0,0,8,0,0,0,27,0,0,0,0,0,0,5,0,0,12,14,0,0,0,0,2,0,0,0,0,1,0,0,13,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,1,0,2,0,2,0,8,0,0,2,7,0,0,11,0,1,0,0,37,0,0,0,0,0,0
2024-01-20T19,177,0,0,0,0,0,0,0,0,4,0,0,0,1,0,7,1,0,0,1,3,0,0,0,32,0,0,0,0,0,0,3,0,0,8,19,0,0,0,0,1,0,0,0,0,2,0,0,7,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,4,0,2,0,5,0,2,0,1,1,6,0,0,11,0,1,1,1,35,0,0,0,0,1,0
2024-01-20T20,159,0,0,0,0,2,0,0,0,1,0,0,0,1,0,8,0,0,0,0,3,0,0,0,27,0,0,0,0,1,0,2,0,0,9,17,0,0,0,0,1,0,0,0,0,0,0,0,12,0,4,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,12,2,0,0,0,0,0,3,0,1,0,3,0,4,0,0,1,5,0,0,9,0,0,1,0,25,0,0,0,0,0,0
2024-01-20T21,157,1,0,0,0,1,0,0,0,1,0,0,0,2,0,6,1,0,0,0,6,0,0,0,28,1,0,0,0,0,0,0,0,0,7,19,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,2,0,1,0,2,0,2,0,0,2,6,0,0,6,0,2,1,0,34,0,0,0,0,0,0
2024-01-20T22,140,2,0,0,0,1,0,0,0,1,0,0,0,0,0,10,0,0,0,0,6,0,0,0,22,0,0,0,0,0,0,1,0,0,7,12,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2,5,2,0,6,0,1,0,0,33,0,0,0,0,0,0
2024-01-20T23,109,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,5,0,0,0,20,0,0,0,0,1,0,1,0,0,7,11,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,5,2,0,2,0,0,0,0,23,0,0,0,0,0,0
