bucket,total,--,AE,AM,AR,AT,AU,AZ,BA,BB,BD,BE,BG,BH,BO,BR,CA,CH,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GE,GH,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JO,JP,KE,KH,KR,KZ,LA,LT,LU,LV,LY,MA,MD,MK,MM,MN,MO,MT,MW,MX,MY,NC,NG,NL,NO,NZ,PE,PH,PK,PL,PT,RO,RS,RU,RW,SC,SE,SG,SI,SK,TH,TN,TR,TW,UA,US,UY,UZ,VE,VN,ZA
2024-03-08T09,93,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,10,0,0,0,8,0,0,1,0,0,0,2,0,1,7,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,1,0,0,0,5,0,0,5,0,0,5,0,16,0,0,0,1,0
2024-03-08T10,112,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,21,0,0,0,10,0,0,0,0,0,0,1,0,5,6,0,0,0,6,0,0,0,0,0,2,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,2,0,2,0,0,0,6,0,0,7,0,0,7,0,16,0,0,0,1,0
2024-03-08T11,133,4,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,34,0,0,0,8,0,0,0,0,0,0,0,0,3,6,0,0,0,14,0,0,0,0,0,1,0,1,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,1,0,1,0,2,0,0,2,6,0,0,5,0,0,5,0,17,0,0,0,0,0
2024-03-08T12,123,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,24,0,0,0,8,1,0,0,0,0,0,0,0,4,7,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,1,2,1,0,1,0,0,1,7,0,0,9,0,0,9,0,19,0,0,0,0,0
2024-03-08T13,121,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,0,0,17,0,0,0,0,0,0,0,0,6,7,0,0,0,4,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,1,0,2,0,1,0,2,0,0,2,5,0,0,11,0,0,7,0,19,0,0,0,0,0
2024-03-08T14,132,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,20,0,0,0,16,0,0,0,0,0,0,1,0,7,8,0,0,0,7,0,1,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,1,0,0,0,1,0,2,0,0,1,5,0,0,21,0,0,4,0,18,0,0,0,0,0
2024-03-08T15,175,0,0,0,1,2,1,0,0,0,0,1,1,0,0,1,4,3,0,0,23,0,0,1,12,1,0,0,0,3,0,1,1,10,6,0,0,0,8,0,2,0,0,0,2,0,2,0,7,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6,1,0,0,2,0,0,0,1,1,3,0,0,2,8,0,0,19,0,0,7,0,20,0,0,0,1,0
2024-03-08T16,181,2,1,0,1,2,1,0,0,0,0,0,0,0,0,1,3,3,0,0,19,1,0,0,20,0,0,0,0,0,0,5,0,11,11,0,0,0,3,0,2,0,0,0,2,0,2,0,13,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,1,1,5,0,0,2,8,0,0,13,0,0,6,0,23,0,0,0,1,0
2024-03-08T17,167,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,0,0,19,0,0,0,21,0,0,0,0,1,0,1,0,13,11,0,0,1,3,0,1,0,0,0,0,0,0,0,15,0,3,0,0,4,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,1,0,1,0,2,0,3,1,3,0,0,2,6,0,0,14,0,0,1,0,18,0,0,0,1,0
2024-03-08T18,173,2,1,0,0,2,1,0,0,0,0,1,2,0,0,0,3,2,0,0,14,0,0,0,21,1,0,0,0,2,0,5,0,8,12,0,0,1,3,0,1,0,1,0,1,0,0,0,14,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,1,1,2,0,1,0,0,6,6,0,0,14,0,2,1,0,23,0,0,0,0,0
2024-03-08T19,166,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,1,0,0,16,0,0,0,28,0,0,0,0,0,0,6,0,4,12,0,1,2,1,0,0,0,1,0,0,0,0,0,9,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,1,1,0,1,1,0,3,5,0,0,11,0,2,2,0,27,0,0,0,1,0
2024-03-08T20,186,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,3,0,0,17,0,0,0,32,0,0,0,0,0,0,3,0,10,15,0,0,0,1,0,0,0,1,0,0,0,0,0,11,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,1,0,0,0,0,2,0,2,0,1,0,0,3,5,0,0,7,0,1,2,0,36,0,0,0,0,0
2024-03-08T21,179,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,2,0,0,14,0,1,0,32,0,0,0,0,0,0,2,0,11,17,0,0,0,1,0,0,0,2,0,0,0,0,0,22,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16,1,1,0,0,0,2,0,2,0,0,0,0,3,5,0,0,4,0,3,2,0,23,0,0,0,0,0
2024-03-08T22,148,1,0,0,0,1,4,0,0,0,0,2,1,0,0,1,5,0,1,0,6,0,0,0,21,1,0,0,0,0,0,1,0,10,12,0,0,0,1,0,0,0,1,0,0,0,0,1,16,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,9,1,0,0,0,0,2,1,3,0,3,0,1,2,5,0,0,2,0,1,0,0,26,0,0,0,0,0
2024-03-08T23,107,1,0,0,1,0,2,0,0,0,0,1,0,0,0,3,3,1,0,0,2,0,0,0,12,0,0,0,0,0,0,2,0,4,16,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,11,0,0,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,0,1,0,22,0,0,0,0,0
2024-03-09T00,109,3,0,0,0,0,2,0,0,0,0,0,0,0,0,3,9,1,0,0,3,0,0,0,9,0,0,0,0,0,0,2,0,2,7,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,0,2,1,0,0,1,0,0,0,5,0,0,1,0,0,1,0,34,0,0,0,0,0
2024-03-09T01,117,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,0,0,0,5,0,0,1,8,0,0,0,0,0,0,1,0,3,5,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2,0,0,7,0,0,0,1,0,3,0,0,0,2,0,0,0,7,0,0,0,0,0,1,0,44,0,0,0,0,0
2024-03-09T02,117,3,0,0,1,0,2,0,0,0,0,0,0,0,0,1,9,1,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,1,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,0,0,3,0,0,0,8,0,0,0,0,0,2,0,49,0,0,0,0,1
2024-03-09T03,105,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,6,1,0,0,6,0,0,0,4,0,0,0,0,0,0,1,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,1,0,2,0,41,0,0,0,0,0
2024-03-09T04,109,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,5,0,1,0,5,0,0,0,9,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,2,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,9,0,0,1,1,0,2,0,40,0,0,0,0,0
2024-03-09T05,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,3,0,0,1,3,0,0,0,0,0,2,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,1,0,2,0,37,0,0,0,1,0
2024-03-09T06,71,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,1,5,0,1,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,29,0,0,0,0,0
2024-03-09T07,79,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,4,0,0,1,4,0,0,0,3,0,0,1,0,0,0,0,0,2,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,3,0,0,1,1,25,0,0,0,1,1
2024-03-09T08,89,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,10,0,0,0,0,0,0,2,0,4,4,0,0,1,3,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,7,0,0,2,0,0,1,0,24,0,0,0,1,0
2024-03-09T09,106,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,11,0,0,0,15,1,0,0,0,0,0,2,2,7,11,0,0,4,1,0,0,0,0,0,1,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,1,0,3,0,0,0,0,1,5,0,0,2,0,0,1,0,18,0,0,0,1,0
2024-03-09T10,102,2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,5,0,0,0,8,0,0,0,8,0,0,0,0,0,0,3,0,5,6,0,0,1,4,0,0,0,0,0,1,0,0,0,7,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,1,0,0,0,2,0,1,0,0,0,9,0,0,4,0,0,2,0,14,0,1,0,2,0
2024-03-09T11,124,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,3,1,0,10,0,0,0,10,0,0,1,0,0,0,1,0,10,9,0,0,1,2,0,1,0,0,0,0,0,0,0,5,1,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,7,0,0,0,1,0,0,0,1,0,0,0,0,1,9,0,0,9,0,0,1,0,21,0,1,0,0,0
2024-03-09T12,108,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,6,0,0,0,13,1,0,0,0,0,0,2,0,5,7,0,0,1,1,0,0,1,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,1,0,1,0,2,0,3,0,0,0,9,0,0,6,0,0,3,0,16,0,1,0,0,0
2024-03-09T13,136,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,1,0,8,0,0,0,11,0,0,0,0,0,0,1,0,7,10,0,0,0,4,0,0,3,0,0,1,0,0,0,8,0,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,2,0,3,0,2,0,0,0,7,0,0,7,0,2,8,0,22,0,0,0,0,0
2024-03-09T14,156,3,0,0,0,0,1,0,0,0,0,2,0,0,0,1,5,3,1,0,11,0,0,0,12,0,0,0,0,0,0,1,0,4,8,0,0,0,4,0,1,2,0,0,1,0,0,0,14,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,1,0,3,0,2,0,3,0,0,1,6,0,1,8,0,1,6,0,30,0,0,0,0,0
2024-03-09T15,172,3,0,0,1,0,1,0,1,0,0,1,0,0,0,0,4,1,0,0,13,0,0,0,17,0,0,0,0,0,0,1,1,10,10,0,0,1,3,0,0,2,0,0,0,0,1,1,22,0,9,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,4,0,4,1,1,0,0,1,6,0,1,13,0,1,5,0,22,0,0,0,0,0
2024-03-09T16,178,3,0,0,2,0,2,0,0,0,0,1,0,0,0,0,4,2,1,0,20,0,0,0,19,0,0,0,0,0,0,2,1,10,8,0,0,1,2,0,1,0,1,0,0,0,1,0,19,0,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,3,0,3,1,0,0,0,0,6,0,0,9,0,0,8,1,34,0,0,0,0,0
2024-03-09T17,200,4,0,0,1,1,1,0,1,0,0,0,0,0,0,1,4,2,0,0,13,1,0,0,23,0,0,0,0,0,1,3,0,13,6,0,0,1,2,0,1,1,0,0,2,0,0,1,16,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,5,3,2,0,1,0,0,2,7,0,0,8,0,0,7,1,46,0,0,0,0,0
2024-03-09T18,181,2,0,0,0,1,1,0,1,0,0,1,0,0,0,1,8,3,0,0,13,1,0,0,23,0,0,0,0,0,0,6,0,9,9,0,0,0,1,0,1,0,0,0,3,0,0,0,12,0,11,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,6,2,0,1,0,0,4,0,3,0,2,0,0,0,8,0,0,10,0,1,2,0,29,0,0,0,0,0
2024-03-09T19,196,0,0,0,0,1,1,0,1,0,0,5,0,0,0,3,8,1,0,0,14,0,0,0,38,0,0,0,0,0,0,5,1,9,15,0,0,0,0,0,1,0,0,0,2,0,0,0,6,0,9,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,2,1,0,0,0,3,2,1,0,1,0,0,4,6,0,0,2,0,1,3,0,34,0,0,0,1,0
2024-03-09T20,176,1,0,0,0,1,1,0,1,0,0,2,0,0,1,2,7,1,0,0,14,0,0,0,25,0,0,0,0,0,0,2,0,11,11,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,4,1,0,0,1,0,0,4,6,0,0,0,0,1,0,1,41,0,0,0,1,0
2024-03-09T21,176,1,0,0,0,0,1,0,1,0,0,2,1,0,0,2,7,1,0,0,14,0,0,0,27,0,0,0,0,0,0,2,0,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,1,0,0,0,4,1,0,0,3,0,0,5,6,0,1,2,0,0,2,0,37,0,0,0,1,0
2024-03-09T22,148,2,0,0,0,0,1,0,2,0,0,2,0,0,0,0,6,5,0,0,11,1,0,0,11,1,0,0,0,0,0,3,0,5,8,0,0,0,1,0,0,1,0,0,0,0,0,0,20,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,1,0,1,0,0,0,3,0,0,2,5,0,1,0,0,0,1,0,36,0,0,0,0,0
2024-03-09T23,154,1,0,0,0,0,2,0,1,0,0,0,0,0,0,2,10,5,0,0,16,1,0,0,13,0,0,0,0,0,0,1,0,2,11,0,0,0,4,0,0,1,0,0,0,0,0,1,11,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,1,0,0,0,6,0,0,1,6,0,0,1,0,0,1,0,33,0,0,0,1,0
