bucket,total,--,AE,AM,AR,AT,AU,AW,BA,BB,BD,BE,BG,BH,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CV,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GH,GM,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JM,JO,JP,KE,KG,KR,KW,KZ,LA,LB,LT,LU,LV,MA,MD,MK,MM,MN,MR,MT,MU,MX,MY,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PS,PT,PY,RO,RU,RW,SA,SC,SD,SE,SG,SI,SK,SO,TH,TJ,TN,TR,TW,UA,UG,US,UY,UZ,VE,VN,ZA,ZM,ZW
2023-09-21T16,160,2,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,2,0,0,0,12,0,0,0,0,0,18,1,1,0,0,0,0,2,0,1,12,9,0,0,0,0,2,0,0,0,0,2,1,0,1,22,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,0,0,15,0,0,1,8,0,0,22,0,0,0,0,0,0,0
2023-09-21T17,186,4,1,0,0,1,0,0,1,0,0,2,0,0,1,1,3,0,0,0,0,9,0,0,0,0,0,22,3,0,0,0,0,0,7,0,0,12,13,0,0,0,0,1,0,0,0,0,1,0,0,0,15,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,4,6,0,0,0,11,0,0,1,2,0,0,43,0,0,0,0,0,0,0
2023-09-21T18,180,6,0,0,0,0,0,0,1,0,0,1,0,0,2,0,4,0,0,0,0,11,0,0,0,0,0,32,0,0,0,0,0,0,4,0,0,10,24,0,0,0,0,2,0,1,0,0,0,0,0,0,16,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0,2,0,0,0,0,5,1,0,0,0,0,7,0,0,0,7,0,0,0,2,0,0,20,0,0,0,0,0,0,0
2023-09-21T19,179,5,0,0,1,0,0,0,2,0,0,1,0,0,2,0,3,4,0,0,0,19,0,0,0,0,0,29,0,0,0,0,0,0,2,0,0,11,22,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2,5,0,0,0,9,0,0,0,2,0,0,17,0,0,0,0,0,0,0
2023-09-21T20,167,2,0,0,0,0,0,0,1,0,0,1,1,0,2,0,6,1,0,0,0,16,0,0,0,0,0,22,0,0,0,0,0,0,2,0,0,12,12,0,0,0,1,0,0,0,1,0,0,1,0,0,22,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,3,5,0,0,0,5,0,0,2,0,0,0,26,0,0,0,0,0,0,0
2023-09-21T21,159,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,6,2,0,0,0,16,0,0,0,0,1,13,0,0,0,0,0,0,3,0,0,7,15,1,0,0,0,1,0,0,2,0,0,1,0,1,18,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,3,5,0,0,0,1,0,0,2,1,0,0,38,0,0,0,0,0,0,0
2023-09-21T22,137,3,0,0,2,0,0,0,1,0,0,0,0,0,1,0,12,2,0,0,0,15,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,5,14,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,6,0,0,0,1,0,0,0,1,0,0,37,0,0,0,0,0,0,0
2023-09-21T23,144,2,1,0,0,0,0,0,1,0,0,0,0,0,4,0,13,2,0,3,0,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,51,0,0,0,1,0,0,0
2023-09-22T00,119,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,11,3,0,1,0,21,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,44,0,0,0,2,0,0,0
2023-09-22T01,112,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,17,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,45,0,1,1,2,0,0,0
2023-09-22T02,99,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,14,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,36,0,1,1,2,1,0,0
2023-09-22T03,127,2,0,0,0,0,1,0,0,0,0,0,1,0,2,0,8,0,0,0,0,14,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,2,6,0,0,0,0,0,0,1,1,0,0,60,0,0,0,0,0,0,0
2023-09-22T04,79,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,1,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,1,0,2,0,1,2,0,0,4,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
2023-09-22T05,85,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,5,0,0,0,1,0,0,0,1,0,0,39,0,0,0,0,0,0,0
2023-09-22T06,112,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,5,0,0,0,0,0,0,0,4,0,0,64,0,0,0,1,0,0,0
2023-09-22T07,113,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,11,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,0,2,0,0,40,0,0,0,2,0,0,0
2023-09-22T08,115,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,5,7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,1,5,0,0,0,2,0,0,0,1,0,0,49,0,0,0,2,0,0,0
2023-09-22T09,123,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,3,6,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,12,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,3,0,0,0,0,1,6,0,0,0,2,0,0,0,2,0,0,56,0,0,0,0,1,0,0
2023-09-22T10,107,1,0,0,0,1,1,0,0,0,0,1,2,0,0,0,5,0,0,0,0,16,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,2,6,0,0,0,0,7,0,0,0,0,0,2,0,0,3,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,3,0,1,0,0,0,0,3,0,0,0,0,2,6,0,0,0,1,0,0,0,2,0,0,20,0,0,0,0,0,0,0
2023-09-22T11,119,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,4,1,0,0,0,13,0,0,0,0,0,9,0,0,0,0,0,0,3,0,1,7,3,0,0,0,0,11,0,0,0,0,0,1,0,1,5,0,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,1,0,1,2,0,0,0,0,2,6,0,0,0,2,0,0,1,7,0,0,22,0,0,0,0,0,0,0
2023-09-22T12,173,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,13,0,0,0,0,0,27,0,0,0,0,0,0,2,0,0,5,6,0,0,0,0,17,0,0,0,0,0,2,0,0,3,0,0,9,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,1,0,1,8,0,0,0,5,0,0,1,10,0,0,47,0,0,0,1,0,0,0
2023-09-22T13,176,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,11,0,0,0,0,0,12,1,0,0,0,0,0,1,0,0,9,8,0,0,0,1,10,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,1,1,0,1,0,0,3,0,0,0,0,1,9,1,0,0,11,0,0,2,6,1,0,61,0,0,0,0,0,0,0
2023-09-22T14,211,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,16,0,0,0,0,0,31,0,0,0,0,0,0,1,0,0,9,4,0,0,0,0,4,1,0,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,10,0,0,0,11,0,0,0,10,1,0,75,0,0,0,1,0,0,0
2023-09-22T15,227,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,21,0,0,0,0,0,36,0,0,0,0,0,0,3,0,0,8,10,0,0,0,0,9,0,0,0,0,0,2,0,0,11,0,0,8,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,2,0,4,0,1,0,1,2,0,0,0,0,2,6,0,0,0,12,0,0,0,11,0,0,59,0,0,0,1,0,0,0
2023-09-22T16,200,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,1,0,0,0,6,0,0,0,0,0,34,0,0,0,0,0,0,4,0,0,14,8,0,0,0,0,3,0,0,1,1,0,2,0,0,8,0,0,19,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,4,0,1,0,1,1,0,0,0,0,4,6,0,0,0,14,0,0,0,8,0,0,43,0,0,1,1,0,0,0
2023-09-22T17,170,2,0,0,1,0,0,0,1,0,0,1,1,0,1,0,4,0,0,0,0,3,0,0,0,0,0,26,0,0,0,0,0,0,4,0,0,11,6,0,0,0,0,1,0,0,0,0,0,4,0,0,17,0,0,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,5,0,0,0,1,3,0,0,0,0,1,8,0,0,0,19,0,0,1,3,0,0,30,0,0,1,1,0,0,0
2023-09-22T18,211,3,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,4,0,0,0,0,0,51,0,0,0,0,0,0,4,0,0,9,14,0,0,0,0,4,0,0,0,0,0,3,1,1,13,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,18,1,0,0,0,0,1,0,3,0,2,0,0,3,0,0,0,0,3,6,0,0,0,12,0,0,3,1,0,0,37,0,0,0,2,0,0,0
2023-09-22T19,204,3,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,2,0,1,0,2,0,0,0,0,0,27,0,0,0,0,0,0,1,0,0,12,22,0,0,0,0,1,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2,0,0,0,0,0,0,3,0,2,0,2,0,0,0,0,0,3,5,0,0,0,6,0,1,4,0,0,0,65,0,0,0,1,0,0,0
2023-09-22T20,170,1,0,0,0,0,0,0,2,0,0,1,2,0,1,0,1,0,0,0,1,4,0,0,0,0,0,28,0,0,0,0,0,1,2,0,0,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,3,0,1,0,2,1,0,0,0,0,4,5,0,0,0,3,0,1,2,0,0,0,31,0,0,0,0,0,0,0
2023-09-22T21,191,4,0,0,0,0,0,0,1,0,0,0,2,0,3,0,5,0,0,0,0,7,0,0,0,0,0,17,0,0,0,0,0,0,2,0,0,11,23,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,3,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,1,0,2,1,0,0,0,0,3,5,1,0,0,2,0,0,2,0,0,0,61,0,0,0,0,0,0,0
2023-09-22T22,204,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,3,0,0,0,0,0,23,0,0,0,0,0,0,3,0,0,7,13,0,0,0,0,1,0,0,0,4,0,3,0,0,14,0,0,20,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0
2023-09-22T23,174,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,1,1,0,0,5,0,0,0,0,0,18,0,0,0,0,0,0,5,0,0,3,9,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,11,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,2,7,0,0,0,1,0,0,0,0,0,0,75,0,0,0,1,0,0,0
2023-09-23T00,112,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,11,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,5,7,0,0,0,0,0,0,0,0,6,0,1,0,0,5,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,1,5,1,0,0,3,0,0,1,0,0,0,36,0,0,0,2,0,0,0
2023-09-23T01,80,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,0,0,34,0,0,0,0,0,0,0
2023-09-23T02,81,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,5,0,0,0,2,0,0,0,2,0,0,32,0,0,0,0,0,0,0
2023-09-23T03,99,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,9,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,1,3,1,0,35,0,0,1,1,0,0,0
2023-09-23T04,98,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,10,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,3,7,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,5,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,28,0,0,1,0,0,0,0
2023-09-23T05,106,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,8,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,6,0,0,0,1,0,0,0,1,0,0,51,0,0,0,0,0,0,0
2023-09-23T06,80,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,5,0,0,0,0,0,4,1,0,0,0,0,0,3,0,0,0,4,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,5,0,0,0,1,0,0,0,1,0,0,22,0,0,0,0,0,0,0
2023-09-23T07,81,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,5,3,0,0,0,0,3,0,0,1,0,0,0,0,1,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,6,0,0,1,2,0,0,21,0,0,0,1,0,0,0
2023-09-23T08,94,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,6,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,1,0,0,0,0,0,1,0,1,6,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,1,5,0,0,0,9,0,0,2,2,0,0,18,0,1,0,1,0,0,0
2023-09-23T09,92,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,3,0,1,0,0,2,0,0,0,0,2,7,0,0,0,4,0,0,0,6,0,0,15,0,1,0,1,1,0,0
2023-09-23T10,107,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,17,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,2,7,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,1,0,3,0,0,0,0,2,7,0,0,0,1,0,0,0,4,1,0,28,0,1,0,1,0,0,0
2023-09-23T11,115,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,19,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,12,4,0,0,0,0,2,0,0,1,5,0,1,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,2,7,0,0,0,3,0,0,0,4,1,0,18,0,1,0,1,0,0,0
2023-09-23T12,116,4,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,18,0,0,0,0,1,14,0,0,0,0,0,0,1,0,0,10,5,0,0,0,0,2,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,2,8,0,0,0,5,0,0,0,5,0,1,17,0,0,1,1,0,0,0
2023-09-23T13,138,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,21,0,0,0,0,2,14,1,0,0,0,0,0,3,0,0,12,7,0,0,0,0,4,0,1,0,0,0,1,0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,2,0,3,0,0,0,0,2,0,0,0,0,3,6,0,0,0,9,0,0,0,7,0,0,14,0,0,0,0,0,0,0
2023-09-23T14,161,3,1,0,0,2,0,0,1,0,0,1,0,0,4,0,3,0,0,0,0,16,0,0,0,0,0,13,1,0,0,0,0,0,4,0,0,7,13,0,0,0,0,3,0,1,0,0,0,2,0,0,13,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,2,6,0,0,1,10,0,0,1,14,0,0,23,0,0,0,0,0,0,0
2023-09-23T15,169,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,15,0,1,0,0,0,21,0,0,0,0,0,0,2,0,2,6,9,0,0,0,0,2,0,1,0,0,0,4,0,0,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,1,0,3,0,0,0,0,4,0,0,0,0,1,6,0,0,1,16,0,0,0,9,0,0,20,0,0,0,0,0,0,0
2023-09-23T16,150,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,6,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,9,7,0,0,0,0,1,0,1,0,0,0,1,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,1,0,5,0,0,0,1,2,0,0,0,0,1,5,0,0,0,14,0,0,2,6,0,0,25,0,0,0,0,0,0,0
2023-09-23T17,154,5,0,0,1,2,0,0,1,0,0,1,0,0,2,0,9,1,0,0,0,4,0,1,0,0,0,19,0,0,0,0,0,0,2,0,0,9,8,0,0,0,0,1,0,1,0,0,0,0,0,0,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,1,0,2,0,0,0,1,3,1,0,0,0,3,5,0,0,0,16,0,0,0,5,0,0,20,0,0,0,0,0,0,0
2023-09-23T18,157,5,0,0,1,1,0,0,0,0,0,1,0,0,1,0,7,1,0,0,0,2,0,1,0,0,0,26,0,0,0,0,0,0,3,0,0,6,11,0,0,0,0,2,0,0,0,0,0,2,0,0,5,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,1,0,5,0,1,0,0,1,0,0,0,0,2,5,0,0,0,10,0,0,0,3,0,0,27,0,0,0,0,0,0,0
2023-09-23T19,154,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,12,0,1,0,0,0,16,0,0,0,0,0,0,2,0,0,7,14,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,6,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,2,0,5,0,0,0,0,1,0,0,0,0,4,6,0,0,0,7,0,0,1,1,0,0,30,0,0,0,1,0,0,0
2023-09-23T20,160,2,0,0,3,0,1,0,0,0,0,1,0,0,3,0,8,1,0,0,0,15,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,8,10,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,3,0,1,0,0,4,0,0,0,0,2,6,0,0,0,9,0,0,0,1,0,0,29,0,0,0,1,0,0,0
2023-09-23T21,149,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,1,12,0,1,0,0,0,19,0,0,0,0,0,0,2,0,0,7,16,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,7,0,0,0,7,0,0,0,1,0,0,31,0,0,0,0,0,0,0
2023-09-23T22,146,2,0,0,3,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,27,0,1,0,0,0,12,0,0,0,0,0,0,2,0,0,6,10,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,2,0,2,0,0,2,0,0,0,0,2,8,0,0,0,3,0,0,0,1,0,0,26,0,0,0,2,0,0,0
2023-09-23T23,148,2,0,0,4,0,0,0,0,0,0,1,0,0,5,0,8,1,0,0,0,26,0,0,0,0,0,10,0,0,0,0,0,0,1,0,1,4,8,0,0,0,0,1,0,0,1,0,0,0,0,0,10,0,0,1,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,3,8,0,0,0,0,0,0,0,1,0,0,35,0,0,0,1,0,0,0
