bucket,total,--,AE,AR,AT,AU,AZ,BA,BB,BD,BE,BG,BO,BR,BT,BY,CA,CH,CL,CN,CO,CR,CV,CZ,DE,DK,DO,EC,EE,ES,ET,FI,FJ,FR,GB,GE,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KE,KH,KR,KZ,LA,LB,LT,LU,LV,LY,MA,MD,MK,ML,MM,MO,MR,MU,MW,MX,MY,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PS,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SI,SK,SR,SV,TH,TN,TR,TW,TZ,UA,UG,US,UZ,VE,VN,ZA
2023-08-24T22,93,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,13,0,0,0,1,9,1,0,0,0,0,0,0,0,3,9,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,5,0,0,2,0,1,0,0,3,0,0,0,27,0,0,0,0
2023-08-24T23,101,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,14,0,0,0,0,5,0,0,0,0,2,0,0,0,2,6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,8,0,0,0,0,1,0,0,1,0,0,0,31,0,0,1,0
2023-08-25T00,97,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,14,1,0,0,0,4,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,1,9,0,0,0,0,0,0,0,2,0,0,0,35,0,0,3,0
2023-08-25T01,90,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,2,13,1,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,32,0,0,1,0
2023-08-25T02,91,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,7,0,0,17,1,0,0,0,3,0,0,0,0,0,1,1,0,3,3,0,1,0,0,0,0,2,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,2,0,0,0,23,1,0,2,0
2023-08-25T03,90,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,18,2,0,0,0,3,0,0,0,0,0,1,0,0,1,4,0,1,0,2,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,2,0,0,0,25,1,0,1,2
2023-08-25T04,71,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,16,1,0,0,0,3,0,0,0,0,1,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0
2023-08-25T05,74,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,5,0,0,14,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,6,0,0,0,0,0,0,0,2,0,1,0,18,0,0,1,0
2023-08-25T06,80,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,0,0,15,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,2,0,0,5,0,1,0,21,0,0,1,0
2023-08-25T07,113,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,0,0,16,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,2,1,0,0,0,7,0,0,0,0,2,0,0,5,0,0,0,39,0,0,1,0
2023-08-25T08,99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,13,1,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,2,0,0,1,0,0,0,42,0,0,0,0
2023-08-25T09,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,1,0,0,0,7,0,0,0,0,1,0,0,0,1,4,0,0,0,0,1,0,0,0,0,2,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,6,1,0,1,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,6,0,0,0,0,2,0,0,1,0,0,0,19,0,0,1,0
2023-08-25T10,94,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5,0,0,0,0,6,1,0,0,0,1,0,0,0,0,2,0,0,0,5,0,0,1,0,0,1,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,3,0,0,2,0,0,3,0,4,0,1,0,1,0,0,3,1,0,0,0,6,0,0,0,0,4,0,0,2,0,1,0,23,0,0,0,0
2023-08-25T11,102,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,1,3,0,0,0,11,0,0,0,0,0,5,0,0,0,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,2,0,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,6,0,2,0,19,0,0,0,0
2023-08-25T12,127,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,9,2,0,1,0,15,0,0,1,0,0,3,0,1,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,8,0,0,0,0,8,0,0,6,0,2,0,23,0,0,1,0
2023-08-25T13,125,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,16,0,0,0,0,1,0,0,0,4,7,0,1,0,4,0,1,0,0,0,0,0,1,0,4,4,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,3,0,2,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,11,0,1,7,0,0,0,24,0,0,1,0
2023-08-25T14,151,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,2,0,0,0,0,11,0,0,0,0,1,0,0,0,7,3,0,0,0,2,0,1,1,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,9,0,0,1,0,0,4,0,0,0,0,0,0,1,0,3,0,0,0,3,10,0,0,0,0,22,0,0,8,0,0,0,47,0,0,0,0
2023-08-25T15,146,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,6,0,0,0,0,18,0,0,0,0,1,0,0,0,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,0,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0,0,19,0,0,7,0,0,0,44,0,0,1,0
2023-08-25T16,128,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,3,0,0,0,0,26,0,0,0,0,1,0,0,0,6,4,0,2,0,1,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,2,6,0,0,0,0,15,0,1,5,0,0,0,24,0,0,0,0
2023-08-25T17,144,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5,1,0,4,0,0,0,0,17,0,0,0,0,2,0,1,0,8,5,0,2,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,11,0,1,4,0,0,0,44,0,0,0,0
2023-08-25T18,145,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5,1,1,2,0,0,0,0,27,0,0,0,0,3,0,0,0,12,10,0,2,0,2,0,1,0,0,0,0,0,0,0,12,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,6,0,0,0,0,10,0,1,2,0,0,0,21,0,0,0,0
2023-08-25T19,157,6,0,2,1,0,0,1,0,0,1,0,0,1,0,0,6,1,1,4,0,0,0,0,20,0,0,0,0,3,0,1,0,6,15,0,1,0,2,0,0,0,0,0,3,0,0,0,7,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,17,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,2,0,2,9,0,0,0,23,0,0,0,0
2023-08-25T20,123,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,2,3,2,0,0,0,0,22,1,0,0,0,1,0,0,0,7,12,0,1,0,1,0,0,0,0,0,2,0,0,0,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,5,0,0,0,0,2,0,1,5,0,0,0,15,0,0,1,0
2023-08-25T21,120,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1,1,1,0,0,0,19,1,0,0,0,1,0,0,0,8,13,0,1,0,3,0,0,0,0,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,2,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,5,0,0,0,0,2,0,1,4,0,1,0,19,0,0,1,1
2023-08-25T22,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,13,0,0,0,0,11,1,0,0,0,1,0,0,0,2,10,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,5,0,0,0,0,2,0,0,3,0,0,0,11,0,0,2,0
2023-08-25T23,106,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,14,0,0,0,0,14,1,0,0,0,1,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2,0,0,0,6,0,0,0,0,2,0,0,1,0,1,0,22,0,0,0,0
2023-08-26T00,97,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,7,1,1,13,0,0,0,0,8,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,2,0,0,1,0,0,0,31,0,0,1,0
2023-08-26T01,101,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,12,1,0,14,1,0,0,0,8,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,3,0,0,3,0,0,0,32,0,0,0,0
2023-08-26T02,87,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,1,11,0,0,0,0,4,1,0,0,0,1,0,0,0,0,2,1,1,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,3,0,0,5,0,0,0,20,0,0,1,1
2023-08-26T03,103,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,1,11,0,1,0,0,4,1,0,0,0,1,0,0,0,1,2,0,0,1,1,0,0,0,1,0,2,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,3,0,0,4,0,0,0,33,0,1,0,1
2023-08-26T04,80,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0,5,0,0,3,1,0,0,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,4,0,0,0,27,0,1,0,0
2023-08-26T05,72,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,3,1,0,0,0,5,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,8,0,0,0,0,1,0,0,2,0,0,0,15,0,0,0,0
2023-08-26T06,77,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,4,1,0,0,0,1,0,1,0,1,1,0,0,0,9,0,0,0,0,0,2,0,1,0,0,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,0,2,0,0,5,0,0,0,17,0,0,0,0
2023-08-26T07,90,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,9,0,0,5,0,0,0,0,5,1,0,0,0,0,0,0,0,2,1,1,0,0,4,0,0,1,0,0,1,0,0,0,1,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,5,0,0,0,0,1,0,0,4,0,0,0,22,0,1,1,0
2023-08-26T08,111,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,6,0,0,7,0,0,0,0,10,1,0,0,0,1,0,0,0,4,2,0,2,0,4,0,0,1,0,0,1,0,0,0,3,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,2,0,0,1,0,2,0,0,0,0,1,0,2,1,0,0,0,6,0,0,0,0,3,0,0,2,0,0,0,22,0,1,1,0
2023-08-26T09,87,2,0,0,1,0,0,0,0,2,0,0,0,2,0,0,2,0,0,6,0,0,0,0,8,1,0,0,0,1,0,0,0,6,2,0,0,0,2,0,0,1,0,0,0,0,1,0,2,5,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,0,0,2,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,2,0,0,0,16,0,0,0,0
2023-08-26T10,96,3,0,1,1,0,0,0,0,1,0,0,0,2,0,0,2,0,0,17,0,0,0,0,6,1,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,3,0,2,2,0,0,0,19,0,0,1,0
2023-08-26T11,106,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,21,0,0,0,0,7,1,0,0,0,1,0,1,0,6,2,0,1,0,2,0,0,0,0,0,0,0,0,0,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,1,1,0,0,1,0,1,0,2,0,0,0,1,5,0,0,0,0,7,0,0,3,0,0,0,16,0,0,1,0
2023-08-26T12,100,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,14,0,0,0,0,11,1,0,0,0,1,0,0,0,5,5,0,1,0,5,0,0,0,0,0,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,7,0,1,2,0,0,0,16,0,1,1,1
2023-08-26T13,129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14,0,0,0,0,18,2,0,0,0,2,0,0,0,6,3,0,1,0,8,0,0,0,0,1,1,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,0,2,0,11,0,0,0,0,5,0,0,0,0,13,0,1,2,0,1,0,19,0,1,0,0
2023-08-26T14,140,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,18,0,0,0,0,14,1,0,0,0,5,0,0,0,10,4,0,0,0,8,0,0,1,0,0,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,0,1,5,0,0,0,0,12,0,0,4,0,0,0,23,0,0,1,0
2023-08-26T15,154,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,0,13,0,0,0,0,18,1,0,0,0,2,0,0,0,6,5,0,0,0,7,0,1,9,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,2,6,0,0,0,0,16,0,1,10,0,0,0,21,0,0,1,0
2023-08-26T16,152,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,17,0,0,0,0,17,1,0,0,0,2,0,1,0,9,3,0,0,0,3,0,1,1,0,0,1,0,0,0,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,2,7,0,0,0,0,15,0,0,4,0,0,0,29,0,0,2,0
2023-08-26T17,156,4,0,0,0,0,0,1,0,1,0,0,0,2,0,0,3,0,1,14,0,0,0,0,23,1,0,0,0,3,0,0,0,12,5,0,0,0,1,0,0,1,0,0,1,0,0,0,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,11,0,2,3,0,0,0,27,0,0,1,1
2023-08-26T18,142,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,13,0,0,0,0,30,1,0,0,0,4,0,0,0,5,5,0,1,0,0,0,1,0,0,0,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,1,0,2,0,0,1,0,0,0,2,0,0,0,1,5,0,0,0,0,13,0,2,3,0,0,0,24,0,0,0,0
2023-08-26T19,149,3,0,0,0,0,0,1,0,0,2,0,0,2,0,0,7,1,1,15,0,0,0,0,26,2,0,0,0,4,0,1,0,5,9,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,7,0,0,2,0,0,0,25,0,0,1,1
2023-08-26T20,149,1,0,1,0,1,0,0,0,0,2,0,0,1,0,0,3,2,0,15,1,0,0,0,28,2,0,0,0,1,0,0,0,5,11,0,0,0,1,0,0,0,0,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,1,0,2,5,0,0,0,0,6,0,0,1,0,0,0,25,0,0,1,0
2023-08-26T21,134,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,13,1,0,0,0,20,1,0,0,0,1,0,0,0,13,6,0,0,0,2,0,0,0,0,0,0,0,2,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,1,0,2,0,0,1,0,0,0,3,0,0,0,2,5,0,0,0,0,3,0,0,1,0,0,0,26,0,0,1,0
2023-08-26T22,130,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,6,0,0,5,1,0,0,0,7,1,0,0,0,2,0,0,0,11,8,0,0,0,1,0,0,1,0,0,1,0,0,0,9,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,2,5,0,0,0,0,4,0,0,1,0,0,0,35,0,0,1,0
2023-08-26T23,136,4,0,3,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,8,1,0,0,0,6,1,0,1,0,0,0,0,0,4,5,0,3,0,1,0,0,0,0,0,0,0,3,0,2,3,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,2,0,0,1,0,0,0,32,0,0,1,0
