bucket,total,--,AE,AR,AT,AU,BA,BB,BD,BE,BG,BH,BO,BR,BS,BY,BZ,CA,CH,CI,CL,CM,CN,CO,CR,CV,CZ,DE,DK,DO,DZ,EG,ES,ET,FI,FR,GB,GM,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JM,JP,KE,KG,KH,KR,KZ,LA,LB,LT,LU,LV,MA,MD,MK,MM,MN,MO,MX,MY,NC,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PS,PT,PY,RO,RS,RU,RW,SC,SD,SE,SG,SI,SK,SM,SN,TH,TN,TR,TW,UA,UG,US,UY,UZ,VE,VI,VN,ZA,ZM
2023-11-09T21,189,3,0,1,1,1,0,0,0,2,0,0,0,2,0,0,0,1,2,0,0,0,5,0,0,0,0,25,0,0,0,0,3,0,0,10,21,0,0,1,0,0,0,0,0,0,0,0,18,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,13,1,0,0,0,0,0,0,3,0,0,0,0,1,1,3,0,0,0,3,5,0,0,0,0,4,0,0,0,0,0,48,0,0,1,0,0,0,0
2023-11-09T22,144,1,0,0,2,1,1,0,0,1,0,0,0,2,0,0,0,8,1,0,0,0,4,0,0,0,0,16,0,0,0,0,1,0,1,7,14,0,0,0,1,0,0,0,0,0,0,0,23,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
2023-11-09T23,119,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,7,13,0,0,1,0,0,0,0,0,0,1,0,17,0,8,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,0,1,0
2023-11-10T00,138,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,16,1,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0
2023-11-10T01,90,2,0,1,0,1,0,0,0,0,0,0,0,4,0,1,0,7,0,0,0,0,6,1,0,0,0,8,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,37,0,0,0,0,0,0,0
2023-11-10T02,89,3,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,12,0,0,0,0,6,1,0,0,0,8,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,1,0,2,0,30,0,0,0,0,0,0,0
2023-11-10T03,83,2,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,5,0,0,0,0,7,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,2,0,1,1,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0
2023-11-10T04,81,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,6,1,0,0,0,5,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,33,0,0,0,0,0,0,0
2023-11-10T05,65,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,2,0,1,0,1,0,27,0,0,0,0,0,0,0
2023-11-10T06,70,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,3,1,0,0,0,6,0,0,1,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0
2023-11-10T07,109,2,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,6,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,60,0,0,0,0,0,0,0
2023-11-10T08,77,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,5,0,0,0,0,8,0,0,0,0,1,0,0,1,3,0,0,1,0,0,1,0,0,1,0,1,4,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0
2023-11-10T09,73,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,1,5,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0
2023-11-10T10,84,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,1,0,1,3,8,1,0,1,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0
2023-11-10T11,99,3,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,1,11,1,0,0,0,1,0,0,3,4,0,1,3,0,0,0,0,0,0,0,0,6,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,2,0,5,0,0,0,0,5,0,0,0,0,6,0,0,6,0,0,16,0,0,0,0,0,0,0
2023-11-10T12,103,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,13,0,0,0,0,0,0,0,2,3,0,0,2,0,1,1,0,0,0,0,1,6,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,3,0,0,1,0,4,0,1,0,0,0,2,9,0,0,0,0,5,0,0,3,0,0,18,0,0,1,0,0,0,0
2023-11-10T13,94,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,12,0,0,0,0,14,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,2,9,0,0,0,0,5,0,0,6,0,0,16,0,0,0,0,0,0,0
2023-11-10T14,88,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,1,15,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,7,0,0,0,0,15,0,1,3,0,0,11,0,0,0,0,1,0,0
2023-11-10T15,120,2,1,0,0,1,0,0,0,2,0,0,0,5,0,0,0,6,2,0,0,0,7,0,0,0,0,15,0,0,0,0,1,0,0,4,3,0,0,4,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,1,8,0,0,0,0,18,0,0,4,0,0,18,0,0,0,0,0,0,0
2023-11-10T16,153,4,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,9,0,0,0,0,20,0,0,0,0,1,0,0,7,7,0,2,3,0,0,0,0,0,1,0,1,10,0,5,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,1,0,3,0,0,1,0,1,1,1,0,0,0,4,7,0,0,0,0,11,0,0,3,0,0,25,0,0,0,0,1,0,0
2023-11-10T17,177,4,0,1,1,1,1,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,9,0,0,0,0,25,0,0,0,0,4,0,0,6,7,0,2,1,0,1,1,0,0,1,0,2,17,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,3,0,0,1,0,3,0,5,0,1,0,4,5,0,1,0,0,21,0,0,0,0,0,27,0,0,0,0,1,0,0
2023-11-10T18,170,2,2,0,0,1,1,0,0,2,0,0,0,2,0,0,0,7,1,0,0,0,5,0,0,0,0,28,0,0,0,0,3,0,0,7,7,0,0,3,0,0,0,0,0,0,0,1,14,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,6,0,0,0,0,0,0,1,5,0,0,2,0,4,0,3,0,0,0,5,5,0,0,0,0,7,0,0,1,0,0,36,0,0,0,0,0,0,0
2023-11-10T19,165,2,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,37,0,0,0,0,3,0,0,5,5,0,0,3,0,0,0,0,0,1,0,0,12,0,2,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,5,0,0,1,0,3,0,1,1,0,0,4,7,0,0,0,0,2,0,1,0,0,0,26,0,1,0,1,0,1,0
2023-11-10T20,179,1,0,1,2,2,1,0,0,1,0,0,0,4,0,0,0,5,1,0,0,0,3,0,0,0,0,28,0,0,0,0,4,0,0,9,13,0,0,0,0,0,1,0,0,1,0,0,14,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,1,0,0,8,0,0,1,0,2,0,3,0,0,0,4,7,0,0,1,0,2,0,1,1,0,0,30,0,1,2,0,0,0,0
2023-11-10T21,166,3,0,1,0,2,1,0,0,2,0,0,0,1,0,0,0,2,1,0,0,0,4,0,0,0,0,28,0,0,0,0,2,0,0,10,9,0,0,0,0,0,2,1,0,2,0,0,20,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,4,6,0,0,1,0,2,0,1,2,0,0,31,0,0,0,0,1,0,0
2023-11-10T22,171,1,0,2,3,1,1,0,0,1,3,0,0,2,0,0,0,2,3,0,0,0,4,1,0,0,0,20,0,0,0,0,3,0,1,9,17,0,1,1,0,0,0,0,0,1,0,0,21,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,3,0,0,1,0,1,0,3,0,0,0,4,7,0,0,0,0,1,0,1,3,0,0,35,0,0,0,0,0,0,0
2023-11-10T23,126,2,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,2,2,0,0,0,5,0,0,1,0,18,0,0,0,0,1,0,0,5,10,1,0,0,0,0,0,0,0,1,0,0,17,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,6,1,0,0,0,1,0,0,1,0,0,30,0,0,0,0,0,0,0
2023-11-11T00,138,1,0,2,0,3,0,0,0,1,0,0,1,0,0,0,0,6,2,0,0,0,11,0,0,0,1,14,0,0,0,0,1,0,0,2,7,0,0,2,0,0,0,1,0,0,0,0,11,0,2,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,3,2,0,0,6,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,2,0,0,37,0,0,0,0,0,0,0
2023-11-11T01,109,2,0,2,0,2,1,0,0,0,0,0,1,2,0,0,0,8,1,0,0,0,3,0,0,0,0,10,1,0,0,0,1,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,6,0,6,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,1,0,0
2023-11-11T02,102,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,10,0,0,0,0,1,0,0,0,3,0,0,4,0,0,0,7,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,7,0,0,0,0,1,0,0,2,0,0,36,0,0,0,0,0,0,0
2023-11-11T03,124,2,0,1,1,2,0,0,1,0,0,0,0,2,0,0,0,5,1,0,0,0,4,0,0,0,0,5,1,0,0,0,0,0,0,1,3,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,72,0,0,0,0,0,0,0
2023-11-11T04,133,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,0,7,1,0,0,0,1,0,1,0,5,0,0,2,0,0,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,6,0,0,0,0,1,0,1,3,1,0,66,0,0,0,0,0,0,0
2023-11-11T05,86,1,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,5,1,0,0,0,6,1,0,0,0,8,0,0,0,0,1,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,1,5,0,0,0,0,1,0,0,2,1,0,28,0,0,0,0,0,0,0
2023-11-11T06,85,1,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,4,0,0,0,0,5,1,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,6,0,1,0,6,0,1,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0
2023-11-11T07,74,1,0,2,0,4,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,1,3,0,0,2,0,1,0,3,0,1,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0,0,1,0,0,1,0,0,18,0,0,0,0,0,0,0
2023-11-11T08,80,2,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,1,0,2,0,0,3,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0,0,3,0,1,1,0,0,24,0,0,0,0,0,0,0
2023-11-11T09,115,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,11,0,0,0,0,2,0,0,4,4,0,0,0,0,0,0,1,1,2,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,5,6,0,0,0,0,2,0,0,3,0,0,45,0,0,0,0,0,0,0
2023-11-11T10,91,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,12,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,2,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,1,0,2,0,0,0,2,5,0,0,0,0,2,0,1,1,0,0,29,0,1,0,0,0,0,0
2023-11-11T11,114,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,4,0,0,0,0,13,0,0,0,0,1,0,0,3,6,0,0,2,0,0,0,1,0,2,0,0,5,0,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,2,0,0,1,1,0,0,4,0,0,0,3,5,0,0,0,0,3,0,0,0,0,0,31,0,0,0,0,1,0,0
2023-11-11T12,118,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,9,1,0,0,0,12,0,0,0,0,1,0,0,4,5,0,0,1,0,0,1,8,0,2,0,0,3,0,3,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,1,1,2,0,0,2,1,1,0,3,0,0,0,4,7,0,0,0,0,7,0,0,2,0,0,15,1,0,0,0,0,0,0
2023-11-11T13,119,2,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,8,0,0,0,0,9,0,0,0,0,1,0,0,6,9,0,0,1,0,0,1,1,0,1,0,0,7,0,5,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,5,5,0,0,0,0,8,0,1,2,0,0,26,0,0,0,0,0,0,0
2023-11-11T14,123,1,1,0,0,1,0,0,0,0,0,0,1,6,0,0,0,3,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,0,9,6,0,0,2,0,0,1,1,0,0,0,0,4,1,3,0,0,1,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,1,5,0,0,0,0,6,0,0,2,0,0,28,0,0,0,0,0,0,0
2023-11-11T15,131,2,0,0,0,2,0,0,0,1,0,0,0,3,1,0,0,4,1,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,12,4,0,1,1,0,0,0,6,0,0,0,0,8,0,5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,8,0,0,3,0,0,31,0,0,0,0,0,0,0
2023-11-11T16,185,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,7,1,0,0,1,2,0,0,0,1,19,0,0,0,0,2,1,0,10,6,0,0,3,0,0,0,6,0,0,0,0,11,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,3,0,0,1,1,0,0,2,0,0,0,3,5,0,0,0,0,11,0,0,4,0,0,67,0,0,0,0,0,0,0
2023-11-11T17,241,1,0,2,0,2,1,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,5,0,0,0,0,30,0,0,0,0,3,0,0,10,8,0,0,2,1,0,0,1,0,0,0,0,25,0,14,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,3,0,0,1,1,1,0,1,0,0,0,4,6,0,0,0,0,3,0,0,1,0,0,97,0,0,0,0,0,0,0
2023-11-11T18,160,2,0,3,0,1,1,0,0,1,0,0,0,1,0,1,0,4,1,0,1,0,2,0,0,0,0,32,0,0,0,0,3,0,0,7,12,0,0,1,0,1,0,1,0,0,0,0,18,0,6,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,3,0,0,1,0,0,0,6,0,0,0,2,5,0,0,0,0,7,0,1,0,1,0,23,0,0,0,0,0,0,0
2023-11-11T19,178,1,0,3,1,2,1,0,0,2,0,0,0,2,0,0,0,6,0,0,1,0,2,0,0,0,0,40,0,0,0,0,3,0,0,7,12,0,0,1,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,6,0,0,0,0,2,0,2,0,0,0,4,6,0,0,0,0,5,0,0,0,0,0,30,0,0,0,0,0,0,0
2023-11-11T20,173,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,33,0,0,0,0,1,0,0,9,7,0,0,1,0,0,0,1,0,2,0,0,18,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,1,0,3,0,0,0,3,5,0,0,0,0,2,0,1,1,0,0,44,0,0,0,0,0,0,0
2023-11-11T21,165,2,0,2,1,3,0,0,0,0,0,0,0,1,0,0,0,10,1,0,0,0,4,0,0,0,0,24,0,0,0,0,1,0,0,6,14,0,0,2,0,2,0,6,1,0,0,0,18,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,2,5,0,0,0,0,1,0,1,2,0,0,32,0,0,0,0,0,0,0
2023-11-11T22,170,2,0,1,0,4,0,0,0,1,0,0,0,4,0,0,0,8,1,0,0,1,4,0,1,0,0,18,0,0,0,0,0,0,0,4,12,0,0,1,0,1,0,1,0,0,1,0,19,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,1,0,0,2,0,1,0,4,0,0,0,3,6,0,0,0,0,1,0,0,0,0,0,52,0,0,0,0,0,0,1
2023-11-11T23,153,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,8,2,0,0,0,3,0,1,0,0,14,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,1,0,2,0,0,18,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,2,0,0,0,0,2,0,0,1,0,1,0,4,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,52,0,0,0,0,0,0,0
