bucket,total,--,AE,AR,AT,AU,BA,BD,BE,BG,BO,BR,BY,CA,CH,CI,CL,CN,CO,CZ,DE,DK,DO,DZ,EE,EG,ES,ET,FI,FR,GB,GR,GT,HK,HR,HU,ID,IE,IL,IN,IR,IS,IT,JO,JP,KE,KH,KR,KZ,LA,LB,LT,LU,LV,LY,MA,MC,MD,MK,MM,MO,MX,MY,NC,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PR,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SK,TG,TH,TJ,TN,TR,TW,TZ,UA,UG,US,UY,UZ,VE,VN,ZA,ZW
2023-06-16T07,101,3,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,8,1,0,0,0,2,0,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,2,0,26,0,0,0,2,0,0
2023-06-16T08,136,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,11,0,0,26,0,0,0,0,0,2,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,3,0,46,0,0,1,0,2,1
2023-06-16T09,128,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,5,0,0,4,0,11,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,12,0,0,2,0,0,1,0,0,3,0,41,0,0,1,0,2,0
2023-06-16T10,163,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,19,0,0,11,0,0,0,0,0,0,0,0,2,5,0,0,4,0,0,2,8,0,2,0,0,6,0,12,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,1,0,1,0,4,0,0,0,1,8,0,0,3,0,0,0,1,0,2,0,49,1,0,0,1,0,0
2023-06-16T11,172,2,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,26,0,0,10,0,0,0,0,0,0,0,0,4,4,0,0,11,0,0,0,0,0,2,0,0,5,0,9,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,7,0,0,6,0,0,1,6,0,2,0,55,0,0,0,1,0,0
2023-06-16T12,141,2,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,22,1,0,14,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,6,0,0,0,0,3,1,0,0,0,0,1,0,3,0,0,0,0,11,0,0,7,0,0,1,5,0,2,0,30,0,0,1,1,0,0
2023-06-16T13,181,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,1,0,18,0,0,0,0,0,0,0,0,5,7,0,0,2,0,0,1,0,0,0,1,0,5,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,8,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,1,12,0,0,8,0,0,1,5,0,2,0,58,0,0,1,1,0,0
2023-06-16T14,164,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,23,0,0,17,0,0,0,0,0,2,0,0,6,6,0,0,5,0,2,0,0,0,1,0,0,8,0,9,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,2,0,0,0,0,0,4,0,1,1,0,0,0,9,0,0,13,0,0,2,6,0,2,0,26,0,0,0,1,0,0
2023-06-16T15,168,1,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,17,0,0,18,1,1,0,0,0,0,0,1,11,6,1,0,1,0,0,0,5,0,2,0,0,8,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,9,0,1,0,0,0,0,2,0,0,0,2,0,4,0,0,0,0,6,0,0,12,0,0,0,2,0,2,0,44,0,0,0,0,0,0
2023-06-16T16,186,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,18,0,0,20,0,0,0,0,0,5,0,1,6,9,0,0,1,0,0,0,0,0,0,0,0,13,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,0,0,14,0,0,0,3,0,3,0,54,0,0,0,0,0,0
2023-06-16T17,195,1,0,0,1,0,0,0,3,0,0,1,0,1,0,0,1,15,0,0,30,0,0,0,0,0,2,0,0,10,9,1,0,0,0,0,0,0,0,5,0,0,11,0,4,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,13,0,0,12,0,0,0,3,0,2,0,52,0,0,0,0,1,0
2023-06-16T18,205,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,21,0,0,29,0,0,0,0,0,2,0,0,8,12,0,0,0,0,0,0,4,1,1,1,0,9,0,16,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,10,0,0,12,0,0,2,0,0,2,0,44,0,0,0,0,0,0
2023-06-16T19,213,4,0,0,0,1,0,0,3,0,0,2,0,5,0,0,0,16,0,0,29,0,0,0,0,0,3,0,0,8,17,0,0,0,0,0,0,5,0,0,1,0,11,0,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,6,0,0,9,0,0,1,1,0,2,0,52,0,0,0,0,0,0
2023-06-16T20,214,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,19,0,0,27,0,0,0,0,0,3,0,0,6,12,0,0,1,0,0,0,0,0,0,0,0,9,0,17,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,10,0,0,9,0,0,0,1,0,4,0,66,0,0,0,0,1,0
2023-06-16T21,202,2,0,0,0,0,0,0,1,0,0,5,0,3,0,0,0,20,0,0,23,0,0,0,0,1,3,0,0,11,11,0,0,1,0,0,1,0,0,0,0,0,15,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14,1,1,0,0,0,0,1,0,2,0,1,0,3,0,0,0,0,6,0,0,7,0,0,0,0,0,1,0,63,0,0,0,0,0,0
2023-06-16T22,202,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,10,1,0,16,0,0,0,0,0,4,0,0,4,14,1,0,1,0,0,0,0,0,0,0,0,21,0,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,1,0,0,0,0,1,0,2,0,1,0,3,0,0,0,0,6,0,0,2,0,0,0,1,0,0,0,67,0,0,0,1,0,0
2023-06-16T23,135,1,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,10,1,0,8,0,0,0,0,0,2,0,0,3,7,0,0,0,0,0,0,0,0,4,0,0,12,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,50,0,0,0,0,0,0
2023-06-17T00,143,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,2,7,0,0,5,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,2,0,0,4,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,3,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,12,0,0,2,0,0,1,0,0,0,0,72,0,0,0,0,0,0
2023-06-17T01,139,1,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,12,2,0,5,0,0,0,0,0,1,0,0,6,7,0,0,3,0,0,1,0,0,1,0,0,1,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0,0,6,1,0,3,0,0,0,4,0,1,0,59,0,0,0,0,0,0
2023-06-17T02,103,1,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,10,0,0,4,0,0,0,0,0,1,0,0,6,4,0,0,4,0,0,0,0,0,1,0,0,2,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,39,0,0,0,0,0,0
2023-06-17T03,116,2,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,12,1,0,3,0,0,0,1,1,1,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,4,0,0,0,2,0,0,0,47,0,0,1,0,1,0
2023-06-17T04,114,4,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,24,1,0,3,0,0,0,1,1,1,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,39,0,0,0,0,0,0
2023-06-17T05,82,1,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,17,0,0,3,0,0,0,0,0,1,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,6,0,0,1,0,0,1,0,0,1,0,22,0,0,0,0,0,0
2023-06-17T06,97,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,21,0,0,6,0,0,0,0,0,1,0,0,2,3,0,0,5,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,5,1,0,5,0,0,0,1,0,0,0,25,0,0,0,0,0,0
2023-06-17T07,86,2,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,19,0,0,7,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0
2023-06-17T08,109,3,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,23,0,0,7,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,7,0,0,4,0,0,0,1,0,0,0,28,0,0,0,1,0,0
2023-06-17T09,128,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,22,0,0,8,0,0,0,0,0,2,0,1,9,8,0,0,0,0,0,0,1,0,1,0,0,4,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,1,0,2,0,0,0,2,0,0,0,0,6,0,0,4,0,0,1,3,0,0,0,31,0,0,0,1,0,0
2023-06-17T10,110,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,18,0,0,7,0,0,0,0,0,5,0,0,5,2,0,0,0,0,1,0,0,0,3,0,0,8,0,3,0,0,5,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,2,0,1,0,2,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,25,0,0,0,1,0,0
2023-06-17T11,129,3,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,21,0,0,10,0,0,0,0,0,2,0,1,9,5,0,0,1,0,1,0,0,0,1,0,0,3,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,7,0,0,5,0,0,1,1,0,0,0,30,0,0,0,2,0,0
2023-06-17T12,113,2,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,26,0,1,11,0,0,0,0,0,2,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,5,2,0,12,0,0,0,1,0,0,0,21,0,0,0,0,0,0
2023-06-17T13,140,2,0,0,2,0,0,0,0,0,0,2,0,3,1,0,0,22,0,0,13,0,0,0,0,0,2,0,1,5,8,0,0,3,0,0,0,0,1,0,0,0,3,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,4,0,1,0,1,0,0,0,2,0,0,0,0,8,0,0,16,0,0,0,2,0,2,0,25,0,0,0,0,0,1
2023-06-17T14,160,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,25,0,0,15,0,0,0,0,0,2,0,0,5,9,0,0,5,0,0,0,0,0,0,0,0,8,0,4,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,2,0,1,0,0,0,3,0,0,0,0,10,0,0,16,0,0,1,4,0,0,0,26,0,0,0,0,0,0
2023-06-17T15,157,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,23,0,0,17,0,0,0,0,0,2,0,0,7,12,0,0,4,0,0,0,0,0,0,0,0,7,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0,7,0,0,18,0,0,0,4,0,0,0,27,0,0,0,0,0,0
2023-06-17T16,134,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,13,1,0,17,0,0,0,0,0,3,0,0,4,7,0,0,2,0,0,0,0,0,0,0,0,12,0,2,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0,6,0,0,13,0,0,0,2,0,0,0,25,0,0,0,0,0,0
2023-06-17T17,140,2,1,1,0,0,1,0,2,0,0,3,0,1,0,0,1,6,0,0,11,0,0,0,0,0,3,0,0,5,6,0,0,0,0,0,0,0,2,0,0,0,13,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,1,0,1,0,1,0,1,0,6,0,0,1,0,7,0,0,12,0,0,0,3,0,2,0,30,0,0,0,0,0,0
2023-06-17T18,147,2,1,0,0,1,1,0,2,0,0,1,0,5,0,0,0,7,1,0,25,0,0,0,0,0,2,0,0,1,10,0,0,1,0,0,0,0,2,1,0,0,2,0,2,0,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,9,0,1,0,0,0,0,1,0,2,0,2,0,6,0,0,0,0,7,0,0,10,0,0,0,3,0,0,0,29,0,0,0,2,0,0
2023-06-17T19,156,1,1,0,1,0,1,0,1,0,0,1,0,6,0,0,1,5,1,0,32,0,0,0,0,1,2,0,0,4,19,0,0,0,0,0,0,0,2,1,0,0,2,0,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,4,0,2,0,0,0,4,0,0,0,1,5,0,0,7,0,0,1,1,0,1,0,26,0,0,1,0,0,0
2023-06-17T20,142,2,0,0,1,0,1,0,1,0,0,1,0,7,1,0,2,7,0,0,23,0,0,0,0,1,1,0,0,3,18,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,5,0,2,0,0,0,3,0,0,0,0,6,0,0,10,0,0,0,1,0,0,0,19,0,0,1,0,0,0
2023-06-17T21,128,2,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,6,0,0,21,0,0,0,0,1,2,0,0,3,11,0,0,2,0,0,0,0,0,0,0,0,9,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,3,0,0,0,1,0,0,0,0,5,0,0,5,0,0,1,0,0,0,0,28,0,0,0,1,0,0
2023-06-17T22,135,2,0,1,0,1,1,0,0,0,0,2,0,4,0,0,1,9,0,0,12,0,0,0,0,0,3,0,0,5,12,0,0,2,0,0,1,0,0,1,0,0,9,0,2,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,0,3,0,0,0,2,0,0,0,0,7,0,0,5,0,0,1,1,0,0,0,30,0,0,0,0,0,1
2023-06-17T23,113,2,0,1,0,0,1,0,1,0,0,2,0,3,0,0,0,6,0,0,10,0,0,0,0,0,1,1,0,4,14,0,0,1,0,0,1,0,0,0,0,0,5,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,2,0,1,0,3,0,0,0,0,6,0,0,4,0,0,1,1,1,3,0,26,0,0,0,0,0,0
