bucket,total,--,AE,AL,AM,AO,AR,AT,AU,AZ,BA,BD,BE,BG,BH,BO,BR,BY,CA,CH,CL,CN,CO,CY,CZ,DE,DK,DO,DZ,EC,EG,ES,FI,FR,GB,GE,GH,GR,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KE,KH,KR,KZ,LA,LB,LK,LT,LU,LV,LY,MA,MK,MM,MN,MO,MR,MU,MV,MW,MX,MY,MZ,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PS,PT,PY,QA,RO,RS,RU,RW,SC,SE,SG,SI,SK,TG,TH,TR,TT,TW,TZ,UA,US,UY,UZ,VE,VN,ZA,ZM,ZW
2023-04-27T20,192,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,6,4,0,3,0,0,0,46,0,0,0,0,1,5,0,16,14,0,0,0,2,0,0,1,0,0,0,2,0,0,17,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,2,5,0,0,0,1,2,0,1,0,0,27,0,0,0,1,0,0,0
2023-04-27T21,146,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,6,3,1,3,0,0,0,19,0,0,0,0,0,1,0,10,13,0,0,0,0,0,0,1,0,0,0,2,0,0,25,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,2,7,0,0,0,1,1,0,1,0,0,25,2,0,0,2,0,0,0
2023-04-27T22,116,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,8,2,1,15,0,0,0,10,0,0,0,0,0,1,0,4,11,0,0,0,1,0,0,1,0,0,0,1,0,0,11,0,0,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0,0
2023-04-27T23,138,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,9,2,0,19,0,0,0,8,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,1,4,0,1,0,0,1,0,0,0,0,1,7,0,0,0,1,1,0,1,0,0,41,0,0,0,1,0,0,0
2023-04-28T00,142,6,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,10,1,0,18,0,0,0,7,0,0,0,0,0,0,0,1,10,0,0,0,2,0,0,0,0,0,0,4,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,1,8,0,0,0,1,2,0,0,0,0,49,0,0,0,1,0,0,0
2023-04-28T01,95,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,14,0,0,16,0,0,0,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,36,0,0,0,1,0,0,0
2023-04-28T02,89,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,0,0,18,0,0,0,6,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,0,1,0,1,2,0,1,0,0,23,0,0,0,0,0,0,0
2023-04-28T03,88,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,17,0,0,1,8,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,4,1,0,0,0,0,24,0,0,0,0,0,0,0
2023-04-28T04,68,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,5,0,0,0,4,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,0,1,1,0,0,0,0,30,0,0,0,0,0,0,0
2023-04-28T05,70,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,3,0,0,1,11,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,3,2,0,3,0,0,16,0,0,1,0,0,0,0
2023-04-28T06,80,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,6,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,3,1,0,2,0,0,33,0,0,0,0,0,0,0
2023-04-28T07,94,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,5,0,0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,5,0,0,0,3,2,0,3,0,1,36,0,0,0,0,1,0,0
2023-04-28T08,88,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,10,0,0,0,0,0,2,0,5,4,0,0,0,1,0,0,0,0,1,0,0,0,3,2,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2,7,0,0,0,5,1,0,2,0,0,14,0,0,0,1,0,0,0
2023-04-28T09,116,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,3,0,7,0,0,1,14,0,0,0,0,0,0,0,5,5,0,0,0,1,0,0,0,1,1,0,0,0,2,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,11,2,0,1,0,0,28,0,0,0,1,0,0,0
2023-04-28T10,92,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,3,0,0,0,12,0,0,0,0,0,1,0,3,2,0,0,0,5,0,0,1,1,1,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,0,10,1,0,3,0,0,16,0,0,0,0,1,0,0
2023-04-28T11,104,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,17,0,0,0,0,0,1,0,5,1,0,0,0,19,0,0,0,0,0,0,1,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,4,5,0,0,0,7,1,0,5,0,0,13,0,0,0,0,1,0,0
2023-04-28T12,144,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,7,0,0,0,23,1,1,0,0,0,0,0,7,5,0,0,0,30,0,0,0,0,0,2,0,0,0,6,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,4,9,0,0,0,7,1,0,2,0,0,13,0,0,0,0,1,0,0
2023-04-28T13,145,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,3,3,0,7,1,0,0,25,0,0,0,0,0,0,0,4,4,0,0,0,12,0,0,0,3,0,0,0,0,1,7,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,1,6,0,0,3,12,0,0,0,7,1,0,5,0,0,15,0,0,0,0,0,0,0
2023-04-28T14,141,3,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,3,1,0,2,1,0,0,25,0,0,0,0,0,0,0,8,3,0,0,0,4,0,0,0,2,0,0,0,0,1,3,2,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,8,0,0,0,0,0,5,0,1,0,0,0,0,2,0,1,0,0,2,8,0,1,0,9,3,0,4,0,0,27,0,0,0,0,0,0,0
2023-04-28T15,143,3,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,24,0,1,0,0,0,4,0,9,5,0,0,0,1,0,0,2,0,0,0,1,0,0,9,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,3,1,2,0,1,0,0,0,0,2,0,0,1,6,0,0,0,17,1,0,6,0,1,17,0,0,0,0,0,0,0
2023-04-28T16,160,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1,0,5,0,0,0,23,0,0,0,0,0,3,0,13,7,0,0,0,2,0,0,1,1,0,0,2,0,0,16,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,1,1,2,0,1,0,0,1,1,4,0,0,2,6,0,1,0,23,2,0,1,0,1,17,1,0,0,0,0,0,1
2023-04-28T17,175,2,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,42,4,0,0,0,0,3,0,11,5,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14,0,0,0,0,0,1,0,6,0,1,0,0,0,0,3,0,0,2,7,0,0,0,15,2,0,2,0,0,22,1,0,0,0,0,0,0
2023-04-28T18,177,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,1,1,4,0,0,0,50,2,0,0,0,0,5,0,10,9,0,0,0,1,0,0,1,0,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,5,1,1,0,0,0,0,3,0,0,2,5,0,0,0,9,0,0,0,0,0,23,0,0,0,0,1,0,0
2023-04-28T19,159,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,2,1,2,0,0,1,41,1,0,0,0,0,1,0,11,10,0,0,0,2,0,0,1,0,0,0,0,0,0,20,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,2,0,0,2,0,2,0,0,1,5,0,0,0,5,0,0,1,0,0,23,0,0,0,0,1,0,0
2023-04-28T20,159,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,3,0,1,0,0,0,0,33,2,0,0,0,0,2,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,1,0,1,0,2,0,0,3,0,1,0,0,2,6,0,0,0,7,2,0,0,0,0,36,0,0,0,0,0,0,0
2023-04-28T21,182,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,1,0,2,0,0,0,32,1,0,0,0,0,1,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,1,0,3,0,0,3,0,1,0,0,2,7,0,0,0,3,0,0,1,0,0,62,0,0,0,0,0,0,0
2023-04-28T22,137,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,6,2,0,11,0,0,0,21,1,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,9,0,0,0,0,0,1,0,0,0,2,0,0,1,0,2,0,0,3,6,0,0,0,1,0,0,2,0,0,29,0,0,0,0,0,0,0
2023-04-28T23,139,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,12,0,0,17,1,0,0,15,0,0,0,0,0,1,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,36,0,0,0,1,0,0,0
2023-04-29T00,111,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,10,0,0,18,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,30,0,0,0,0,1,0,0
2023-04-29T01,97,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,22,0,0,0,8,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0
2023-04-29T02,88,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,9,0,0,20,0,0,0,6,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,2,0,0,1,0,0,24,0,0,0,0,0,0,0
2023-04-29T03,78,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,0,16,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,3,0,0,2,0,0,18,0,0,0,0,1,0,0
2023-04-29T04,72,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,6,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,6,0,0,3,0,0,21,0,0,0,0,0,0,0
2023-04-29T05,72,2,0,0,0,1,1,0,2,1,0,0,0,0,0,0,1,0,2,0,0,5,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,0,4,0,0,2,0,0,19,0,0,0,0,0,0,0
2023-04-29T06,74,4,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,10,0,0,0,0,0,1,0,1,2,0,0,0,8,0,0,1,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,5,0,0,0,1,0,0,2,0,1,15,0,0,0,0,0,0,0
2023-04-29T07,76,3,0,0,0,0,2,0,2,1,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,13,0,0,0,0,0,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,6,0,0,0,0,0,17,0,0,0,0,0,0,0
2023-04-29T08,88,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,14,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,6,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,5,0,0,0,6,0,0,1,0,0,16,0,0,0,1,1,0,0
2023-04-29T09,93,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,10,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,1,2,0,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,7,0,0,0,4,1,0,3,0,0,20,0,0,0,3,0,0,0
2023-04-29T10,92,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,12,1,0,0,0,0,2,2,1,3,0,0,0,1,0,0,0,0,0,1,2,0,0,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,1,0,3,0,0,19,0,0,0,0,0,0,0
2023-04-29T11,92,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,14,0,0,0,0,0,2,3,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,5,0,0,0,5,1,0,5,0,0,15,0,0,0,0,0,0,0
2023-04-29T12,119,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,7,0,0,0,17,1,0,0,0,0,1,1,5,6,0,0,0,10,0,0,0,0,0,0,2,0,0,9,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,4,5,0,0,0,8,1,0,3,0,0,16,0,0,0,0,1,0,0
2023-04-29T13,163,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,2,0,6,0,0,0,17,1,0,0,0,0,2,0,8,6,0,0,0,28,0,0,1,0,0,0,3,0,0,7,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,1,0,0,1,0,2,0,2,0,0,0,0,4,0,0,1,7,0,0,0,13,1,0,4,0,1,22,0,0,0,0,0,0,0
2023-04-29T14,180,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,2,0,5,0,0,0,29,1,0,0,0,0,3,0,9,9,0,0,0,15,0,0,1,0,0,0,3,0,0,14,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,2,6,0,1,0,20,2,0,4,0,1,23,0,0,0,0,0,0,0
2023-04-29T15,157,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0,25,1,0,0,0,0,4,0,7,10,0,0,0,5,0,0,0,0,0,0,1,0,0,26,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,5,6,0,0,0,12,1,0,4,0,1,18,0,0,0,0,0,0,0
2023-04-29T16,165,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4,1,0,4,1,0,0,22,1,0,0,0,0,6,1,9,7,0,0,1,4,0,0,0,1,1,1,3,0,1,18,5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,1,0,1,6,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,4,5,0,0,0,17,1,0,2,0,0,19,0,0,1,0,0,0,0
2023-04-29T17,204,2,0,0,0,0,1,1,0,1,0,1,2,0,0,0,2,0,4,1,1,3,0,0,0,26,1,0,0,0,0,4,0,5,7,0,0,0,1,0,0,1,1,0,1,1,1,1,19,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,1,0,4,0,3,0,0,0,0,1,1,0,3,7,0,0,0,14,1,0,3,0,1,59,0,0,0,0,0,0,0
2023-04-29T18,184,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,5,2,1,4,0,0,0,49,1,0,0,0,0,4,0,6,9,0,0,0,1,0,0,1,0,0,1,1,0,0,10,3,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,5,5,0,0,0,12,0,0,3,0,0,31,0,0,0,1,0,0,0
2023-04-29T19,166,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,6,3,0,1,0,0,0,46,1,0,0,0,0,3,0,10,9,0,0,0,1,0,0,1,0,0,0,1,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,5,6,0,0,0,7,0,0,2,0,0,25,0,0,0,1,1,0,0
2023-04-29T20,147,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,3,3,1,2,0,0,1,32,1,0,0,0,0,1,0,3,12,0,0,0,0,0,0,1,0,0,1,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,2,6,0,0,0,9,2,0,3,0,0,22,0,0,0,0,1,0,0
2023-04-29T21,162,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,1,0,3,1,0,2,29,1,0,0,0,0,3,1,8,15,0,0,0,2,0,0,0,0,0,0,1,0,0,18,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,3,6,0,0,0,6,2,0,3,0,0,31,0,0,0,0,0,0,0
2023-04-29T22,159,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,9,1,0,16,0,0,1,25,1,0,0,0,0,0,1,4,12,0,0,0,0,0,0,0,0,0,0,0,0,1,15,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,7,0,0,0,3,1,0,1,0,0,29,0,0,0,0,0,0,0
2023-04-29T23,126,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,4,0,1,22,0,0,0,13,1,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,6,0,0,0,4,0,0,3,0,0,30,0,0,0,1,0,0,0
